JobInvolvement,EducationField_Other,EducationField_Medical,EducationField_Life Sciences,TotalWorkingYears,Age,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Department_Research & Development,EducationField_Marketing,TrainingTimesLastYear,YearsInCurrentRole,OverTime_Yes,Department_Sales,RelationshipSatisfaction,StockOptionLevel,MonthlyIncome,YearsWithCurrManager,JobRole_Human Resources,EducationField_Technical Degree,DailyRate,JobRole_Research Director,NumCompaniesWorked,HourlyRate,JobRole_Manager,JobRole_Research Scientist,BusinessTravel_Travel_Frequently,JobRole_Manufacturing Director,PercentSalaryHike,MaritalStatus_Married,JobRole_Sales Representative,MonthlyRate,Education,YearsSinceLastPromotion,DistanceFromHome,JobRole_Sales Executive,Gender_Male,YearsAtCompany,BusinessTravel_Travel_Rarely,JobRole_Laboratory Technician,Attrition
0.2001586061850994,0.0,0.0,0.3002379092776492,0.0842773078674102,0.1644159979377603,0.1000793030925497,0.3002379092776492,0.0,0.0,0.0,0.0,0.0828242508352135,0.3002379092776492,0.3002379092776492,0.0,0.0,0.096094640369882,0.1035303135440169,0.0,0.0,0.2149161841643873,0.0,0.2668781415801326,0.2745032313395649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2095818531536611,0.0750594773194123,0.0,0.0,0.3002379092776492,0.0,0.1000793030925497,0.3002379092776492,0.0,1
0.0960897817965943,0.0,0.0,0.2882693453897829,0.1011471387332571,0.2127702311210302,0.1921795635931886,0.0960897817965943,0.1921795635931886,0.2882693453897829,0.0,0.1729616072338698,0.1391645115674814,0.0,0.0,0.2882693453897829,0.0960897817965943,0.0762880793957934,0.1391645115674814,0.0,0.0,0.0365237466957706,0.0,0.0320299272655314,0.1276621386726181,0.0,0.2882693453897829,0.2882693453897829,0.0,0.2470880103340996,0.2882693453897829,0.0,0.2640549518721991,0.0,0.0360336681737228,0.0720673363474457,0.0,0.2882693453897829,0.1601496363276572,0.0,0.0,0
0.0964538205701382,0.2893614617104146,0.0,0.0,0.0710712362095755,0.1309016136309018,0.2893614617104146,0.1929076411402764,0.1929076411402764,0.2893614617104146,0.0,0.1736168770262488,0.0,0.2893614617104146,0.0,0.0964538205701382,0.0,0.0200873195549035,0.0,0.0,0.0,0.2632630048918661,0.0,0.1929076411402764,0.2562915803720815,0.0,0.0,0.0,0.0,0.0826747033458327,0.0,0.0,0.0035088199733605,0.0723403654276036,0.0,0.010334337918229,0.0,0.2893614617104146,0.0,0.2893614617104146,0.2893614617104146,1
0.1907394303213399,0.0,0.0,0.2861091454820099,0.0803113390826694,0.1021818376721463,0.2861091454820099,0.1907394303213399,0.1907394303213399,0.2861091454820099,0.0,0.1716654872892059,0.1381216564395909,0.2861091454820099,0.0,0.1907394303213399,0.0,0.0349092843832403,0.0,0.0,0.0,0.2641952739239747,0.0,0.0317899050535566,0.1062691111790322,0.0,0.2861091454820099,0.2861091454820099,0.0,0.0,0.2861091454820099,0.0,0.241995147543808,0.2145818591115074,0.1072909295557537,0.0204363675344292,0.0,0.0,0.1271596202142266,0.0,0.0,0
0.2088515817914059,0.0,0.3132773726871089,0.0,0.0659531310920229,0.067130865575809,0.0,0.1044257908957029,0.2088515817914059,0.3132773726871089,0.0,0.1879664236122654,0.0432106720947736,0.0,0.0,0.3132773726871089,0.1044257908957029,0.0494701425274596,0.0432106720947736,0.0,0.0,0.1096582929448792,0.0,0.3132773726871089,0.0447539103838726,0.0,0.0,0.0,0.0,0.0223769551919363,0.3132773726871089,0.0,0.1828719712557795,0.0,0.0783193431717772,0.0111884775959681,0.0,0.3132773726871089,0.0348085969652343,0.3132773726871089,0.3132773726871089,0
0.1991210707437796,0.0,0.0,0.2986816061156694,0.0838404508394861,0.0995605353718898,0.2986816061156694,0.2986816061156694,0.0995605353718898,0.2986816061156694,0.0,0.1194726424462677,0.1441911201937714,0.0,0.0,0.1991210707437796,0.0,0.0394930276773801,0.1235923887375183,0.0,0.0,0.1930633431084104,0.0,0.0,0.2090771242809685,0.0,0.0,0.2986816061156694,0.0,0.042668800873667,0.0,0.0,0.1171700177374057,0.0746704015289173,0.112005602293376,0.0106672002184167,0.0,0.2986816061156694,0.1161539579338714,0.0,0.2986816061156694,0
0.2848785604992042,0.0,0.2848785604992042,0.0,0.1199488675786122,0.2780957376301755,0.1899190403328027,0.0,0.0949595201664013,0.2848785604992042,0.0,0.1709271362995225,0.0,0.2848785604992042,0.0,0.0,0.2848785604992042,0.0303868025294873,0.0,0.0,0.0,0.2491922698139065,0.0,0.1266126935552018,0.2075543797922772,0.0,0.0,0.0,0.0,0.183136217463774,0.2848785604992042,0.0,0.0900218538899312,0.1424392802496021,0.0,0.020348468607086,0.0,0.0,0.0158265866944002,0.2848785604992042,0.2848785604992042,0
0.2066344406148683,0.0,0.0,0.3099516609223025,0.0108754968744667,0.0885576174063721,0.3099516609223025,0.2066344406148683,0.2066344406148683,0.3099516609223025,0.0,0.123980664368921,0.0,0.0,0.0,0.1033172203074341,0.1033172203074341,0.0335190468143563,0.0,0.0,0.0,0.2786680645085267,0.0,0.0344390734358113,0.1638315922017884,0.0,0.0,0.0,0.0,0.2435334478675233,0.0,0.0,0.1398982782745473,0.0,0.0,0.2546031500433199,0.0,0.3099516609223025,0.0172195367179056,0.3099516609223025,0.3099516609223025,0
0.0984246327720512,0.0,0.0,0.2952738983161537,0.1036048766021591,0.1406066182457874,0.2952738983161537,0.1968492655441024,0.1968492655441024,0.2952738983161537,0.0,0.1181095593264614,0.1425460198767638,0.0,0.0,0.0984246327720512,0.0,0.1614980601052325,0.1629097370020158,0.0,0.0,0.0240953646442673,0.0,0.0,0.0590547796632307,0.0,0.0,0.2952738983161537,0.2952738983161537,0.2109099273686812,0.0,0.0,0.0793522666705487,0.1476369491580768,0.0369092372895192,0.2320009201055493,0.0,0.2952738983161537,0.1476369491580768,0.0,0.0,0
0.1855863855661228,0.0,0.2783795783491842,0.0,0.1660509765591625,0.1193055335782217,0.1855863855661228,0.1855863855661228,0.0927931927830614,0.2783795783491842,0.0,0.1670277470095105,0.1343901412720199,0.0,0.0,0.0927931927830614,0.1855863855661228,0.0755836666619799,0.1343901412720199,0.0,0.0,0.2385256659155143,0.0,0.1855863855661228,0.2545184716335398,0.0,0.0,0.0,0.0,0.0397685111927405,0.2783795783491842,0.0,0.1618860242212903,0.1391897891745921,0.2435821310555362,0.2584953227528138,0.0,0.2783795783491842,0.1082587249135716,0.2783795783491842,0.0,0
0.2979326084441621,0.0,0.2979326084441621,0.0,0.0627226544092972,0.1205917700845418,0.0,0.0993108694813873,0.1986217389627747,0.2979326084441621,0.0,0.2979326084441621,0.0821883057776998,0.0,0.0,0.1986217389627747,0.0993108694813873,0.027110872474016,0.0616412293332749,0.0,0.0,0.1507790652612903,0.0,0.0,0.2298337265140679,0.0,0.0,0.0,0.0,0.0425618012063088,0.2979326084441621,0.0,0.1720843434037049,0.148966304222081,0.0,0.1596067545236583,0.0,0.2979326084441621,0.0827590579011561,0.2979326084441621,0.2979326084441621,0
0.1009513884708307,0.0,0.0,0.3028541654124921,0.1062646194429797,0.0793189480842241,0.3028541654124921,0.2019027769416614,0.2019027769416614,0.3028541654124921,0.0,0.1817124992474953,0.1044324708318938,0.3028541654124921,0.0,0.3028541654124921,0.0,0.0619244581732195,0.1670919533310301,0.0,0.0,0.0110562365325963,0.0,0.0,0.082203273469105,0.0,0.0,0.0,0.0,0.0216324403866065,0.0,0.0,0.1287540615694626,0.075713541353123,0.0,0.151427082706246,0.0,0.0,0.151427082706246,0.3028541654124921,0.3028541654124921,0
0.2208038685861994,0.0,0.0,0.3312058028792991,0.0581062812068945,0.1025160818435925,0.0,0.2208038685861994,0.1104019342930997,0.3312058028792991,0.0,0.0662411605758598,0.0456835590178343,0.0,0.0,0.3312058028792991,0.1104019342930997,0.0404542407575409,0.0685253385267515,0.0,0.0,0.1346634903618052,0.0,0.0368006447643665,0.0047315114697042,0.0,0.3312058028792991,0.0,0.0,0.1419453440911282,0.0,0.0,0.1738946829331345,0.0,0.1656029014396495,0.295719466856517,0.0,0.3312058028792991,0.0920016119109164,0.3312058028792991,0.0,0
0.2097789838184455,0.0,0.3146684757276682,0.0,0.0331229974450177,0.1198737050391117,0.1048894919092227,0.3146684757276682,0.2097789838184455,0.3146684757276682,0.0,0.1258673902910673,0.0434025483762301,0.0,0.0,0.2097789838184455,0.1048894919092227,0.033382502048684,0.0434025483762301,0.0,0.0,0.2802058581282887,0.0,0.0,0.2832016281549014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841979812185979,0.078667118931917,0.0393335594659585,0.202286877253501,0.0,0.3146684757276682,0.0349631639697409,0.3146684757276682,0.3146684757276682,0
0.1006736913742899,0.0,0.0,0.3020210741228698,0.0635833840258673,0.0719097795530642,0.2013473827485798,0.2013473827485798,0.2013473827485798,0.3020210741228698,0.0,0.2416168592982958,0.0416580791893613,0.3020210741228698,0.0,0.1006736913742899,0.0,0.0197636446526589,0.062487118784042,0.0,0.0,0.0002161926085346,0.0,0.1677894856238165,0.086291735463677,0.0,0.0,0.0,0.0,0.0647188015977578,0.0,0.0,0.1316135200745033,0.1510105370614349,0.0,0.2480887394580716,0.0,0.3020210741228698,0.0671157942495266,0.3020210741228698,0.3020210741228698,1
0.3007933031171715,0.0,0.0,0.3007933031171715,0.1055415098656742,0.0787791984354497,0.1002644343723905,0.0,0.200528868744781,0.3007933031171715,0.0,0.0601586606234343,0.1866992915899685,0.0,0.0,0.200528868744781,0.1002644343723905,0.1732864578900684,0.1659549258577498,0.0,0.0,0.2771087910607013,0.0,0.0334214781241301,0.0902379909351514,0.0,0.0,0.0,0.3007933031171715,0.0,0.0,0.0,0.0978408571994461,0.2255949773378786,0.3007933031171715,0.2148523593694082,0.0,0.0,0.1671073906206508,0.3007933031171715,0.0,0
